First Name,Last Name,Retirement Season,Age,PP,2P,GB,GP,AB,PA,R,H,HR,AVG,OBP,SLG,OPS,1B,2B,3B,RBI,XBH,TB,SB,CS,BB,K,HBP,ISO,BABIP,SH,SF,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR
Whoopsy,Hayes,13,38,3B,1B,933,970,2856,3220,406,747,154,.262,.334,.483,.817,439,138,16,475,308,1379,52,24,291,653,34,.221,.286,15,24,55,0,3.3,18.5,.23,.09,.41,86.7,-1.7,-2.7,-6.2,1.8,77.9,7.9,29.9
Aubree,Roundhouse,12,41,RF,LF,817,903,2581,2867,354,684,92,.265,.328,.446,.774,416,161,15,348,268,1151,66,36,234,553,21,.181,.302,8,23,20,0,3.2,28.1,.21,.08,.39,25.7,-4.1,-2.7,-29.9,1.8,-9.1,-1.0,18.6
Ruth,Hubbard,12,33,1B,3B,917,946,2814,3124,380,733,115,.260,.322,.442,.764,459,153,6,414,274,1243,31,12,251,516,19,.181,.279,7,33,25,0,3.3,24.5,.18,.08,.37,28.8,-0.4,-2.7,-15.9,1.8,11.5,1.2,22.5
Alex,Li Jr,5,38,SS,2B,335,367,949,1064,110,257,5,.271,.340,.344,.683,201,48,3,109,56,326,4,8,90,128,11,.073,.307,10,4,25,0,2.9,189.8,.13,.08,.22,-13.0,-3.1,-2.7,-3.2,0.9,-21.2,-2.2,5.1
Winston,Person,,27,LF,OF,385,400,1107,1240,147,301,28,.272,.340,.404,.743,215,54,4,132,86,447,55,16,107,258,11,.132,.329,6,9,11,0,3.1,39.5,.23,.09,.29,14.2,4.4,-2.8,4.2,0.9,20.9,2.1,12.2
Marrigold,Kelley,,41,SS,2B,488,795,1387,1539,159,329,51,.237,.301,.391,.692,223,49,6,192,106,543,7,4,116,412,16,.154,.296,5,15,35,0,1.9,27.2,.30,.08,.32,-23.8,-1.3,-2.8,-4.9,0.4,-32.3,-3.3,7.4
Niko,MacHussle,8,42,CF,1B,121,486,266,291,65,67,4,.252,.310,.346,.656,51,11,1,20,16,92,5,2,21,63,2,.094,.315,1,1,5,0,0.6,66.5,.24,.07,.24,-7.1,0.0,-2.8,-1.3,0.3,-11.0,-1.1,0.9
Billy-Jean,Blackwood,,29,RF,LF,232,240,695,790,105,181,29,.260,.337,.453,.790,107,43,2,107,74,315,14,5,77,148,7,.193,.290,4,7,9,0,3.3,24.0,.21,.10,.41,33.7,0.5,-2.9,-11.4,0.6,20.5,2.1,9.3
Ribby,Double,,30,RF,OF,556,688,1568,1729,161,363,49,.232,.295,.374,.669,241,70,3,191,122,586,10,7,137,482,8,.142,.301,9,7,12,3,2.5,32.0,.31,.08,.34,-33.0,-2.0,-2.9,-5.0,0.9,-42.0,-4.2,8.8
Term,Hardcore,15,41,C,OF,461,1151,1026,1138,111,261,7,.254,.319,.329,.649,200,52,2,74,61,338,5,2,95,297,4,.075,.350,10,3,4,12,1.0,146.6,.29,.08,.23,-29.2,-0.4,-3.0,19.0,0.6,-13.0,-1.3,6.4
Jacob,Karp,7,37,3B,1B,420,514,1238,1394,129,309,24,.250,.323,.359,.682,222,63,0,142,87,444,2,4,122,207,17,.109,.280,7,10,27,0,2.7,51.6,.17,.09,.28,-33.5,-1.8,-3.0,-2.8,1.1,-40.0,-4.1,5.4
Splash,Pearson,8,40,1B,,563,583,1751,1943,205,402,73,.230,.298,.400,.698,253,72,4,234,149,701,1,2,159,446,16,.171,.264,4,13,9,0,3.3,24.0,.25,.08,.37,-30.4,-1.3,-3.0,-16.7,1.4,-50.0,-5.0,8.2
Dandelion,Mocha,,30,C,,195,480,524,583,73,139,28,.265,.328,.462,.789,92,19,0,84,47,242,0,1,47,147,5,.197,.312,0,7,1,6,1.2,18.7,.28,.08,.34,4.4,-0.9,-3.0,4.2,0.4,5.1,0.5,5.0
Ada,Plough,15,40,RF,LF,199,1107,325,371,40,76,5,.234,.323,.329,.653,55,16,0,26,21,107,1,1,38,94,6,.095,.311,0,2,5,5,0.3,65.0,.29,.10,.28,-8.7,-0.4,-3.0,-7.3,0.1,-19.3,-2.0,0.6
Adrien,Hirsh,,24,C,,70,161,159,174,12,34,1,.214,.272,.296,.567,23,10,0,17,11,47,0,0,11,40,2,.082,.277,1,1,2,3,1.1,159.0,.25,.06,.32,-14.7,-0.1,-3.0,1.9,0.1,-15.8,-1.6,0.2
Ella,Bamber,,36,2B,SS,75,81,210,230,17,41,2,.195,.258,.267,.524,30,9,0,18,11,56,0,0,18,61,0,.071,.264,1,1,7,0,2.8,105.0,.29,.08,.27,-21.5,-0.2,-3.1,-0.4,0.4,-24.8,-2.5,0.6
Case,Christian,,28,1B,OF,11,80,18,20,19,4,2,.222,.300,.611,.911,1,1,0,4,3,11,1,1,2,4,0,.389,.167,0,0,0,0,0.3,9.0,.22,.10,.75,-4.9,0.2,-3.1,-2.0,0.2,-9.5,-1.0,0.5
Web,Arbor,12,40,RF,OF,142,809,219,242,91,56,3,.256,.317,.352,.668,41,12,0,27,15,77,18,11,16,47,4,.096,.312,2,1,7,0,0.3,73.0,.21,.07,.27,-5.0,-1.5,-3.1,-1.2,0.1,-10.6,-1.1,0.6
Adley,Samplemore,2,38,2B,IF/OF,139,154,442,490,55,112,16,.253,.324,.412,.736,75,20,1,54,37,182,0,0,40,110,6,.158,.304,2,0,11,0,3.2,27.6,.25,.08,.33,-0.7,0.0,-3.2,0.5,0.6,-2.9,-0.3,3.0
Heliocentric,Orbital,,30,SS,2B,576,593,1796,2002,258,514,79,.286,.350,.478,.828,327,108,0,296,187,859,7,2,172,241,13,.192,.291,2,19,34,11,3.4,22.7,.13,.09,.36,71.8,-0.8,-3.2,-6.3,1.1,62.5,6.4,21.8
Carlos,Christensen,11,42,RF,LF,780,841,2346,2641,346,645,80,.275,.347,.437,.785,428,133,4,308,217,1026,55,25,237,436,32,.162,.306,10,16,20,0,3.1,29.3,.19,.09,.34,57.2,-1.4,-3.3,-28.6,1.6,25.7,2.6,20.6
Remy,Austin,18,40,CF,1B/OF,828,1036,2370,2656,350,611,47,.258,.326,.378,.704,432,120,12,253,179,896,153,28,220,510,30,.120,.308,18,18,17,0,2.6,50.4,.22,.08,.29,-14.6,16.5,-3.3,-6.8,1.1,-7.1,-0.7,17.4
Harvey,Bennett,14,41,2B,,135,917,304,333,36,81,9,.266,.319,.398,.717,59,13,0,46,22,121,0,0,21,73,4,.132,.320,1,3,9,5,0.4,33.8,.24,.06,.27,-1.7,-0.1,-3.3,0.5,0.2,-4.4,-0.4,1.8
Wyatt,Lloyd,7,40,LF,1B/OF,104,554,187,207,19,45,1,.241,.300,.305,.604,35,9,0,13,10,57,1,1,15,34,2,.064,.284,0,3,4,4,0.4,187.0,.18,.07,.22,-8.0,-0.3,-3.3,0.8,0.2,-10.6,-1.1,0.3
Godfried,Bessie,16,42,CF,OF,150,1078,217,241,31,51,7,.235,.293,.369,.662,36,8,0,32,15,80,0,0,18,73,1,.134,.314,2,3,6,1,0.2,31.0,.34,.07,.29,-6.2,-0.1,-3.4,-1.6,0.1,-11.3,-1.1,0.5
Biff,Ironbarge,7,31,C,OF,416,553,1083,1194,132,248,29,.229,.290,.359,.649,173,38,8,136,75,389,31,12,86,311,11,.130,.291,5,9,5,10,2.2,37.3,.29,.07,.30,-37.9,0.5,-3.4,17.1,1.0,-22.7,-2.3,5.8
Santiago,Hernandez,11,43,2B,SS,557,830,1440,1590,155,405,17,.281,.339,.382,.721,300,82,6,123,105,550,33,18,121,285,10,.101,.338,9,10,39,0,1.9,84.7,.20,.08,.26,-3.5,-2.1,-3.5,-1.3,1.2,-9.3,-0.9,9.9
Bimto,Smack,,28,RF,OF,609,641,1904,2104,226,446,32,.234,.298,.334,.631,325,85,4,175,121,635,9,7,155,300,22,.099,.261,11,12,16,0,3.3,59.5,.16,.07,.27,-76.2,-2.5,-3.6,-5.5,1.1,-86.7,-8.8,7.3
Chonz,Foster,,29,LF,RF,106,160,299,328,33,71,13,.237,.297,.421,.718,42,16,0,42,29,126,1,0,20,93,6,.184,.297,1,2,4,1,2.1,23.0,.31,.06,.41,-15.2,-0.1,-3.6,1.8,0.3,-16.8,-1.7,2.0
Geronimo,Morton,11,36,RF,LF,854,880,2694,2988,362,735,110,.273,.335,.460,.795,460,156,9,399,275,1239,28,14,234,533,27,.187,.302,12,21,22,0,3.4,24.5,.20,.08,.37,56.7,-1.9,-3.7,-31.3,1.9,21.7,2.3,22.6
Josephine,Madd,16,37,3B,IF,357,685,1025,1137,106,264,15,.258,.322,.359,.681,191,57,1,98,73,368,4,4,90,202,11,.101,.306,5,6,27,0,1.7,68.3,.20,.08,.28,-11.6,-1.6,-3.7,8.0,0.2,-8.7,-0.9,6.9
Yosef,Luundegaard,,33,1B,OF,223,241,674,746,92,192,36,.285,.345,.512,.857,112,43,1,125,80,345,0,6,60,166,5,.227,.327,2,5,7,0,3.1,18.7,.25,.08,.42,23.9,-3.2,-3.8,-7.7,0.5,9.8,1.0,7.7
Neville,Odom,14,41,SS,,703,1015,1831,S20,198,466,36,.255,.324,.366,.691,336,91,3,202,130,671,12,5,168,493,23,.112,.329,14,5,50,0,2.0,50.9,.27,.08,.28,-18.4,-0.6,-3.8,-1.4,1.4,-22.8,-2.3,11.7
Silvio,Muramasa,,25,2B,SS,425,480,1208,1357,141,279,37,.231,.310,.366,.676,193,46,3,123,86,442,11,7,129,391,10,.135,.309,7,3,31,0,2.8,32.6,.32,.10,.31,-33.5,-2.8,-3.8,-1.2,0.9,-40.4,-4.1,6.8
Eternity,Gutierrez,,40,LF,1B/OF,501,672,1474,1629,195,376,67,.255,.318,.452,.770,229,71,9,229,147,666,16,5,127,426,15,.197,.311,2,11,15,0,2.4,22.0,.29,.08,.39,15.8,0.0,-3.9,4.0,0.4,16.3,1.7,12.9
Chandler,Stanton,1,41,SS,3B,74,80,227,258,36,53,8,.233,.320,.410,.730,31,12,2,29,22,93,6,1,25,33,4,.176,.242,2,0,10,0,3.2,28.4,.15,.10,.42,-4.5,0.7,-3.9,0.6,0.3,-6.8,-0.7,1.1
Swamp,Donkey,,34,SS,,251,261,817,904,116,221,35,.271,.334,.464,.798,135,49,2,124,86,379,11,4,70,108,11,.193,.274,1,5,21,0,3.5,23.3,.13,.08,.39,19.0,-0.8,-4.0,-0.6,0.8,14.5,1.5,9.4
Gerry,Glover,,35,C,OF,837,1261,2213,2438,242,599,31,.271,.329,.367,.696,454,107,7,230,145,813,33,19,170,406,29,.097,.317,11,15,8,16,1.9,71.4,.18,.07,.24,-22.9,-3.1,-4.0,36.8,1.2,8.0,0.9,18.7
Joe,Giovanni,17,42,CF,OF,1176,1230,3754,4159,593,1094,137,.291,.351,.468,.819,731,200,26,460,363,1757,170,57,340,564,22,.177,.310,13,30,23,0,3.4,27.4,.15,.08,.33,113.2,6.3,-4.0,-12.8,2.4,104.9,10.6,39.0
Bocce,Pallino,,37,3B,1B,339,614,978,1081,100,247,25,.253,.314,.375,.689,178,43,1,104,69,367,0,0,78,203,12,.123,.294,7,6,24,0,1.8,39.1,.21,.07,.28,-20.2,-0.7,-4.0,-2.3,0.5,-26.6,-2.7,4.7
Ridge,Racer,,32,CF,OF,629,720,1720,1922,202,396,52,.230,.302,.370,.672,270,63,11,199,126,637,76,34,161,668,20,.140,.341,12,9,11,0,2.7,33.1,.39,.08,.32,-47.3,-1.5,-4.1,-7.3,0.9,-59.2,-6.0,7.5
Marina,Berry,,39,LF,1B/OF,967,1009,2882,3180,374,716,106,.248,.308,.414,.721,468,126,16,387,248,1192,78,20,230,757,26,.165,.299,23,19,23,0,3.2,27.2,.26,.07,.35,-30.3,4.3,-4.1,8.2,1.5,-20.3,-2.0,21.2
Mister,Duffy,12,39,SS,IF/OF,922,952,2805,3114,395,711,149,.253,.319,.468,.787,413,142,7,455,298,1314,30,6,249,732,29,.215,.289,12,19,60,0,3.3,18.8,.26,.08,.42,17.0,2.2,-4.1,6.4,1.8,23.2,2.4,23.7
Stefan,Bond,,23,RF,LF,306,320,936,1045,133,214,37,.229,.296,.395,.692,135,39,3,137,79,370,18,11,86,252,8,.167,.270,6,9,10,0,3.3,25.3,.27,.08,.37,-28.3,-2.5,-4.1,-14.0,0.9,-47.9,-4.8,4.0
Jak,Dudley III,,29,LF,RF,554,743,1582,1753,160,398,23,.252,.316,.341,.657,305,67,3,150,93,540,15,11,138,313,15,.090,.299,9,9,15,0,2.4,68.8,.20,.08,.23,-41.5,-3.4,-4.2,5.7,0.8,-42.5,-4.3,8.4
Kellen,Palrod,13,38,CF,1B/OF,615,954,1401,1552,213,374,4,.267,.327,.334,.661,294,70,6,124,80,468,87,24,117,318,12,.067,.340,13,9,12,5,1.6,350.3,.23,.08,.21,-31.7,5.9,-4.2,-5.0,0.9,-34.1,-3.5,7.1
Briq,Chithaus,,26,SS,2B,551,560,1714,1913,230,431,71,.251,.319,.435,.754,266,87,7,254,165,745,45,18,165,404,13,.183,.287,4,17,42,0,3.4,24.1,.24,.09,.38,9.8,-0.5,-4.2,-6.1,1.1,0.2,0.0,14.9
Hairy,Molina,13,40,3B,2B,691,916,2055,2262,261,518,83,.252,.311,.426,.737,333,95,7,278,185,876,27,19,167,556,16,.174,.303,5,19,45,0,2.5,24.8,.27,.07,.36,-12.4,-3.9,-4.3,-19.4,1.5,-38.4,-3.9,11.5
Jar,Rewd,9,37,C,,311,710,824,909,78,179,20,.217,.283,.322,.605,133,26,0,95,46,265,0,2,73,197,4,.104,.261,6,2,3,13,1.3,41.2,.24,.08,.26,-33.4,-1.2,-4.3,5.9,0.6,-32.3,-3.3,2.9
Flutter,Blanchard,12,37,RF,OF,871,912,2704,3030,357,717,101,.265,.334,.432,.767,468,147,1,361,249,1169,3,5,270,417,23,.167,.279,9,24,24,0,3.3,26.8,.15,.09,.35,38.8,-2.9,-4.3,-7.1,1.8,26.4,2.6,23.3
Ravi,Kapoor,,37,2B,,617,775,1626,1802,177,400,33,.246,.311,.353,.664,293,73,1,187,107,574,3,1,147,454,12,.107,.319,6,11,41,0,2.3,49.3,.28,.08,.27,-36.7,-1.4,-4.3,2.5,0.6,-39.4,-4.0,8.4
Nubs,Sloan,6,37,2B,SS,443,476,1356,1518,200,353,42,.260,.330,.417,.747,231,73,7,179,122,566,38,10,137,298,9,.157,.303,6,10,33,0,3.2,32.3,.22,.09,.35,0.8,2.6,-4.4,-1.1,1.3,-0.7,-0.1,10.3
Johnny,Benton,18,35,2B,IF/OF,1148,1173,3547,3933,497,961,149,.271,.334,.462,.795,589,217,6,585,372,1637,17,15,329,491,20,.191,.276,6,31,63,0,3.4,23.8,.14,.08,.39,69.7,-5.4,-4.4,4.0,1.7,65.6,6.7,33.6
Montgomery,Scott,,27,2B,,290,367,901,997,112,222,13,.246,.313,.341,.654,164,44,1,76,58,307,2,2,77,126,13,.094,.272,1,5,25,0,2.7,69.3,.14,.08,.26,-33.9,-1.0,-4.4,1.4,0.8,-37.1,-3.8,4.7
Kerwin,Mostest,12,36,RF,OF,300,377,876,970,96,220,22,.251,.316,.390,.707,145,50,3,103,75,342,4,2,77,211,9,.139,.305,2,6,12,0,2.6,39.8,.24,.08,.34,-19.0,-0.6,-4.4,-2.4,0.2,-26.3,-2.7,3.9
Malia,Bonatelle,14,40,LF,1B/OF,669,1021,1851,2069,224,463,79,.250,.318,.428,.746,297,82,5,295,166,792,28,12,168,532,23,.178,.306,11,16,19,0,2.0,23.4,.29,.08,.36,5.2,-0.5,-4.4,5.3,1.3,6.8,0.7,14.8
Ken,Ruroni,,26,LF,IF/OF,516,561,1440,1597,170,341,52,.237,.304,.387,.691,235,48,6,188,106,557,27,11,121,464,21,.150,.310,7,8,23,0,2.8,27.7,.32,.08,.31,-23.8,1.0,-4.5,2.4,0.9,-23.9,-2.4,9.8
Paille,Finley,,33,RF,OF,489,541,1495,1665,150,368,37,.246,.313,.367,.680,263,67,1,174,105,548,13,4,140,284,12,.120,.279,5,13,15,0,3.1,40.4,.19,.08,.29,-31.1,-0.3,-4.5,-4.3,0.9,-39.3,-4.0,8.3
Edwin,Laffeyette,,34,LF,OF,668,1183,1781,1979,200,448,39,.252,.317,.362,.679,332,74,3,205,116,645,5,6,164,454,11,.111,.315,12,11,16,4,1.7,45.7,.25,.08,.26,-34.2,-2.9,-4.6,6.1,0.9,-34.8,-3.6,10.0
Ruddy,Bass,,31,2B,,99,114,285,318,42,74,6,.260,.326,.365,.691,56,12,0,26,18,104,0,1,27,65,2,.105,.315,2,2,12,0,2.8,47.5,.23,.08,.24,-4.4,-0.7,-4.6,0.5,0.2,-9.1,-0.9,1.8
Briar,Dennis,11,41,RF,OF,102,318,243,269,42,60,4,.247,.313,.358,.671,43,11,2,19,17,87,8,4,23,74,1,.111,.337,1,1,3,9,0.8,60.8,.30,.09,.28,-3.8,-0.3,-4.7,-0.8,0.1,-9.6,-1.0,0.9
Adaline,Hall,6,39,C,3B,264,480,691,763,82,158,22,.229,.286,.363,.649,110,25,1,99,48,251,2,1,51,177,7,.135,.273,7,7,12,6,1.6,31.4,.26,.07,.30,-22.7,-0.3,-4.8,10.1,0.6,-16.9,-1.7,3.5
Cody,Singleton,16,38,RF,C,578,1061,1470,1618,230,351,46,.239,.299,.386,.685,237,57,11,190,114,568,77,23,117,504,13,.148,.328,9,9,17,0,1.5,32.0,.34,.07,.32,-19.9,4.3,-4.8,4.0,0.7,-15.7,-1.6,9.4
Lucia,Millanesa,13,36,RF,LF,956,1007,2969,3310,409,801,56,.270,.338,.395,.733,563,159,23,317,238,1174,99,36,283,510,30,.126,.308,11,17,25,1,3.3,53.0,.17,.09,.30,-1.6,2.2,-4.8,-35.0,1.8,-37.4,-3.9,18.7
Marko,Jovic,,24,1B,OF,111,330,242,267,49,63,2,.260,.323,.339,.662,49,11,1,18,14,82,12,8,22,62,1,.079,.341,1,1,3,5,0.8,121.0,.26,.08,.22,-6.9,-1.2,-4.9,-3.3,0.1,-16.2,-1.6,0.3
Nash,Yun,,28,3B,,287,720,758,847,91,184,14,.243,.312,.343,.655,137,32,1,89,47,260,2,1,67,133,12,.100,.276,5,5,23,3,1.2,54.1,.18,.08,.26,-17.3,-1.2,-4.9,5.7,0.6,-17.1,-1.7,5.9
Slasher,Hashslinging,,28,2B,,533,560,1736,1927,232,451,70,.260,.326,.437,.763,285,94,2,231,166,759,21,13,164,242,12,.177,.266,4,11,34,0,3.4,24.8,.14,.09,.37,23.8,-3.3,-4.9,2.4,1.1,19.1,1.9,16.9
Jordy,Nightrider,,30,3B,,301,320,872,961,103,221,26,.253,.311,.408,.719,143,47,5,111,78,356,26,10,69,204,5,.155,.302,11,4,26,0,3.0,33.5,.23,.07,.35,-3.3,-1.4,-5.0,5.8,0.8,-3.1,-0.3,7.7
Pine,Eckles,7,42,SS,3B,412,488,1155,1303,157,292,33,.253,.331,.390,.720,200,59,0,134,92,450,14,8,111,267,26,.137,.301,6,5,34,1,2.7,35.0,.23,.09,.32,-4.5,-1.2,-5.2,3.3,1.1,-6.4,-0.7,8.2
Pastel,Harper,,37,1B,,1156,1187,3767,4179,520,1042,107,.277,.341,.426,.766,710,209,16,442,332,1604,93,35,344,572,32,.149,.301,15,21,17,0,3.5,35.2,.15,.08,.32,59.1,-0.5,-5.2,-36.6,2.2,19.1,2.0,32.3
Rog,Morgan,,27,1B,3B,162,321,435,481,97,125,17,.287,.344,.462,.807,84,23,1,68,41,201,34,17,34,130,6,.175,.370,2,4,7,0,1.5,25.6,.30,.07,.33,12.1,-1.6,-5.2,-4.0,0.5,1.8,0.2,5.1
Clyde,Tambor,11,42,3B,2B,617,880,1603,1796,209,436,18,.272,.334,.362,.696,335,76,7,178,101,580,43,17,140,292,19,.090,.318,14,20,42,0,2.0,89.1,.18,.08,.23,-31.2,0.1,-5.2,-17.3,1.2,-52.4,-5.3,7.0
Jose,Wilkinson,16,39,2B,,866,941,2645,2923,298,676,87,.256,.318,.400,.718,471,115,3,309,205,1058,5,6,226,507,25,.144,.285,8,19,56,0,3.1,30.4,.19,.08,.30,-18.8,-3.4,-5.3,3.4,1.3,-22.8,-2.3,17.6
George,Muscles,19,40,RF,,1314,1387,4116,4595,634,1076,127,.261,.329,.420,.749,706,214,29,504,370,1729,224,56,372,754,57,.159,.290,17,33,43,0,3.3,32.4,.18,.08,.34,11.4,17.4,-5.3,-47.3,2.4,-21.4,-2.1,29.3
Ned,Skahl,16,45,RF,OF,630,1154,1768,1950,207,427,67,.242,.306,.407,.712,276,77,7,230,151,719,18,11,149,509,17,.165,.300,9,7,19,2,1.7,26.4,.29,.08,.35,-9.9,-1.9,-5.3,-5.1,1.3,-21.0,-2.2,11.1
Aiden,Proctor,3,36,2B,SS,213,231,608,677,82,163,7,.268,.332,.360,.692,127,23,6,49,36,219,30,10,51,115,8,.092,.320,8,2,20,0,2.9,86.9,.19,.08,.22,-11.6,1.4,-5.4,-0.5,0.6,-15.4,-1.5,3.1
Cody,Suarez,17,41,3B,SS,950,1271,2740,3064,426,666,76,.243,.314,.385,.699,450,119,21,325,216,1055,150,37,262,678,30,.142,.295,16,16,69,0,2.4,36.1,.25,.09,.32,-26.8,11.9,-5.4,0.8,1.7,-17.8,-1.8,19.1
Bella,Wood,7,39,SS,2B,408,492,1195,1318,189,333,29,.279,.340,.418,.758,231,67,6,119,102,499,42,15,105,179,10,.139,.306,2,6,32,2,2.7,41.2,.15,.08,.31,10.4,1.3,-5.4,-3.9,1.2,3.5,0.4,9.4
Princeton,Fair,11,41,RF,LF,647,810,1835,2055,223,479,62,.261,.330,.417,.747,318,98,1,234,161,765,8,6,179,415,17,.156,.303,8,16,19,2,2.5,29.6,.23,.09,.34,10.4,-1.9,-5.5,-23.7,1.5,-19.2,-1.9,12.1
Crispy,Gibson,16,43,SS,2B,1070,1207,3273,3586,382,866,102,.265,.320,.417,.738,575,184,5,408,291,1366,27,18,256,628,23,.153,.298,11,23,76,0,3.0,32.1,.19,.07,.34,-22.5,-4.2,-5.6,-10.3,1.9,-40.7,-4.1,20.4
Luther,Vega,14,35,LF,,834,1117,2356,2614,301,595,57,.253,.314,.385,.699,409,117,12,296,186,907,56,28,201,636,20,.132,.320,18,19,18,0,2.3,41.3,.27,.08,.31,-3.5,-2.6,-5.6,-0.2,1.2,-10.8,-1.1,16.7
Levi,Ware,,31,LF,,831,909,2603,2895,365,697,88,.268,.331,.438,.769,446,147,16,364,251,1140,61,22,240,533,17,.170,.304,13,22,17,0,3.2,29.6,.20,.08,.36,16.6,-0.9,-5.7,-0.3,1.3,11.1,1.2,22.9
Jeremiah,Walker,14,40,3B,SS,1006,1120,3000,3347,426,768,86,.256,.323,.405,.728,515,144,23,319,253,1216,147,45,268,644,39,.149,.298,19,21,73,0,3.0,34.9,.21,.08,.33,-4.8,7.7,-5.7,0.8,1.7,-0.3,0.0,22.8
Buttercup,Barry,10,38,3B,1B,410,784,1059,1163,102,252,26,.238,.298,.354,.653,183,41,2,119,69,375,0,4,83,281,10,.116,.299,7,4,30,0,1.5,40.7,.27,.07,.27,-30.2,-2.2,-5.8,-2.7,0.7,-40.1,-4.1,3.8
Brownie,Batter,,31,2B,IF,749,803,2285,2534,302,603,78,.264,.325,.426,.751,393,127,5,285,210,974,24,21,194,473,23,.162,.299,12,20,55,0,3.2,29.3,.21,.08,.35,22.3,-6.7,-5.8,19.5,1.1,30.4,3.1,21.3
Crackshot,Spumoni,,24,CF,1B,392,400,1261,1400,181,313,50,.248,.315,.423,.738,194,67,2,159,119,534,49,16,119,214,8,.175,.261,3,9,13,0,3.5,25.2,.17,.09,.38,9.5,2.5,-5.8,-5.1,1.0,2.0,0.2,11.7
Lorenzo,Boyer,16,38,LF,RF,1068,1129,3351,3697,504,892,89,.266,.326,.416,.742,594,184,25,405,298,1393,188,54,269,579,42,.150,.296,9,26,25,0,3.3,37.7,.17,.07,.33,-19.5,11.6,-5.9,10.3,1.8,-1.6,-0.2,25.1
Cade,O'Cherio,14,38,CF,1B/OF,1061,1102,3527,3878,564,1012,102,.287,.346,.441,.787,697,187,26,364,315,1557,199,67,292,427,36,.155,.302,4,19,24,0,3.5,34.6,.12,.08,.31,76.7,7.9,-5.9,-8.7,2.1,71.9,7.4,33.9
Chet,Rocket,,41,2B,IF/OF,1088,1159,3295,3646,387,873,88,.265,.328,.398,.725,618,161,6,369,255,1310,8,5,283,561,35,.133,.294,13,20,62,0,3.1,37.4,.17,.08,.29,-23.1,-2.9,-6.0,4.0,1.8,-26.2,-2.6,23.4
Kendall,Savage,10,39,RF,C,551,756,1517,1694,246,393,59,.259,.326,.438,.764,250,74,10,210,143,664,86,28,143,435,15,.179,.322,4,15,17,2,2.2,25.7,.29,.08,.36,12.1,4.0,-6.1,3.8,1.3,15.2,1.6,13.1
Rodney,Morales,7,38,SS,3B,460,504,1300,1460,128,341,15,.262,.335,.348,.683,260,66,0,115,81,452,2,2,133,213,13,.085,.302,8,6,39,0,2.9,86.7,.16,.09,.24,-21.6,-0.9,-6.1,3.7,1.2,-23.6,-2.4,7.6
Ahna,Huu,16,40,2B,,1023,1139,3068,3440,434,763,137,.249,.318,.451,.770,434,173,19,509,329,1385,98,31,294,990,34,.203,.317,12,32,66,0,3.0,22.4,.32,.09,.43,41.2,4.3,-6.1,4.0,1.8,45.2,4.6,28.0
Stamp,Tumblo,12,41,SS,2B,717,884,2155,2398,275,606,43,.281,.344,.398,.741,446,112,5,263,160,857,15,14,189,332,25,.116,.313,12,17,54,0,2.7,50.1,.15,.08,.26,14.0,-4.2,-6.2,-6.9,1.5,-1.8,-0.2,16.2
Towle,Barnett,,39,RF,1B/OF,1009,1394,2613,2918,336,630,85,.241,.311,.391,.703,422,109,14,321,208,1022,26,15,246,942,28,.150,.340,15,16,22,7,2.1,30.7,.36,.08,.33,-42.1,-2.8,-6.2,-1.0,1.6,-50.6,-5.1,16.2
Chris,Hanel,,24,C,,233,400,625,682,82,175,28,.280,.335,.454,.790,122,25,0,98,53,284,1,2,48,156,5,.174,.332,2,2,1,15,1.7,22.3,.25,.07,.30,12.0,-1.7,-6.2,5.4,0.6,10.1,1.0,6.6
Cannoli,Buccellato,,27,3B,SS,525,561,1540,1707,182,412,26,.268,.332,.377,.708,300,82,4,185,112,580,38,19,142,337,9,.109,.326,10,6,42,0,3.0,59.2,.22,.08,.27,-13.0,-2.2,-6.3,0.5,1.0,-20.0,-2.0,11.3
Jayzax,Taylor,,23,LF,RF,288,320,866,975,124,212,29,.245,.320,.408,.728,136,40,7,108,76,353,49,8,91,231,8,.163,.299,3,7,12,0,3.0,29.9,.27,.09,.36,-8.9,5.7,-6.3,3.5,0.9,-5.1,-0.5,7.9
Sammy,Dallara,,28,C,1B,288,699,720,775,82,163,22,.226,.278,.356,.633,114,27,0,76,49,256,0,2,46,215,5,.129,.292,4,0,0,19,1.1,32.7,.30,.06,.30,-24.7,-1.9,-6.4,12.2,0.5,-20.3,-2.1,4.4
Brandon,Snyder,15,40,CF,OF,910,1076,2806,3125,391,735,126,.262,.328,.459,.787,445,154,10,427,290,1287,26,28,252,505,37,.197,.277,6,24,22,0,2.9,22.3,.18,.08,.39,42.3,-8.6,-6.4,-9.9,1.8,19.1,1.9,23.3
Crescent,Malone,13,45,2B,SS,419,861,1101,1207,126,274,45,.249,.308,.425,.733,172,55,2,160,102,468,1,2,87,346,9,.176,.321,6,4,33,2,1.4,24.5,.31,.07,.37,-0.7,-1.1,-6.5,-1.0,0.8,-8.6,-0.9,7.3
Rig,Ramos,17,43,RF,LF,1198,1282,3666,4039,456,1005,76,.274,.333,.404,.737,695,220,14,403,310,1481,82,38,304,564,31,.130,.305,19,19,28,8,3.2,48.2,.15,.08,.31,20.7,-2.6,-6.5,-43.9,2.3,-30.0,-3.1,24.4
